process,family,lag,radius,candidates,mean_rule_count,mean_dimension,mean_validation_rmse,mean_gaussian_kl,mean_total_kl,mean_certificate
mackey_glass,sparse_tsk,5,1.75,25,2.2,13.2,0.06333350273547723,5.874917544655936,16.70524772323615,0.11062396108239594
mackey_glass,sparse_tsk,5,2.0,25,2.0,12.0,0.06319965811288687,5.1711442178414595,15.862844960309683,0.10842655210388351
mackey_glass,sparse_tsk,5,2.5,25,1.0,6.0,0.06291586177504209,2.0525154686813822,12.05106903058966,0.09949233036847767
mackey_glass,sparse_tsk,5,3.0,25,1.0,6.0,0.06291586177504209,2.0525154686813822,12.05106903058966,0.09949233036847767
mackey_glass,sparse_tsk,5,4.0,25,1.0,6.0,0.06291586177504209,2.0525154686813822,12.05106903058966,0.09949233036847767
mackey_glass,sparse_tsk,5,5.0,25,1.0,6.0,0.06291586177504209,2.0525154686813822,12.05106903058966,0.09949233036847767
mackey_glass,sparse_tsk,10,0.75,25,8.4,92.4,0.06440586556918432,55.061433992474996,70.18927669052687,0.20119470235665746
mackey_glass,sparse_tsk,10,1.0,25,5.2,57.2,0.0626758883004397,33.5107499983929,46.42052171865296,0.1725185163121796
mackey_glass,sparse_tsk,10,1.25,25,4.0,44.0,0.06222685928464813,24.37098065733026,36.44897576091837,0.15395967386895545
mackey_glass,sparse_tsk,10,1.5,25,2.4,26.4,0.062361717302423104,14.071732624880651,25.04069223957285,0.12943007606830548
mackey_glass,sparse_tsk,10,1.75,25,2.0,22.0,0.062075488160587715,10.642415381473612,21.33411612394183,0.12130325039248699
mackey_glass,sparse_tsk,10,2.0,25,2.0,22.0,0.062075488160587715,10.642415381473612,21.33411612394183,0.12130325039248699
mackey_glass,sparse_tsk,10,2.5,25,1.0,11.0,0.06181094019414712,6.4230981415809945,16.42165170348927,0.1074129260721761
mackey_glass,sparse_tsk,10,3.0,25,1.0,11.0,0.06181094019414712,6.4230981415809945,16.42165170348927,0.1074129260721761
mackey_glass,sparse_tsk,10,4.0,25,1.0,11.0,0.06181094019414712,6.4230981415809945,16.42165170348927,0.1074129260721761
mackey_glass,sparse_tsk,10,5.0,25,1.0,11.0,0.06181094019414712,6.4230981415809945,16.42165170348927,0.1074129260721761
mackey_glass,sparse_tsk,15,0.75,25,10.6,169.6,0.05953143398073107,93.8561299149452,110.50889641022896,0.26070791603244364
mackey_glass,sparse_tsk,15,1.0,25,6.0,96.0,0.05584464679017576,56.17628287736652,69.64057234207452,0.19760625713260846
mackey_glass,sparse_tsk,15,1.25,25,4.6,73.6,0.05576948035359309,44.522464360311396,57.01634777223548,0.18377768743847903
mackey_glass,sparse_tsk,15,1.5,25,2.0,32.0,0.059783175619347685,17.86236486403358,28.554065606501805,0.1368966006059247
mackey_glass,sparse_tsk,15,1.75,25,2.0,32.0,0.059783175619347685,17.86236486403358,28.554065606501805,0.1368966006059247
mackey_glass,sparse_tsk,15,2.0,25,1.0,16.0,0.06096376698629074,7.8900054695024275,17.888559031410704,0.11259012520446067
mackey_glass,sparse_tsk,15,2.5,25,1.0,16.0,0.06096376698629074,7.8900054695024275,17.888559031410704,0.11259012520446067
mackey_glass,sparse_tsk,15,3.0,25,1.0,16.0,0.06096376698629074,7.8900054695024275,17.888559031410704,0.11259012520446067
mackey_glass,sparse_tsk,15,4.0,25,1.0,16.0,0.06096376698629074,7.8900054695024275,17.888559031410704,0.11259012520446067
mackey_glass,sparse_tsk,15,5.0,25,1.0,16.0,0.06096376698629074,7.8900054695024275,17.888559031410704,0.11259012520446067
mackey_glass,sparse_tsk,20,0.75,20,11.0,231.0,0.05364675720113218,121.37018559143192,138.30021095893963,0.29831624465197654
mackey_glass,sparse_tsk,20,1.0,25,6.2,130.2,0.051542199434918015,67.1733066630596,80.77622556387959,0.21837781748460142
mackey_glass,sparse_tsk,20,1.25,25,4.8,100.8,0.0515286319721708,52.85457623264432,65.48708908068039,0.20010392332368895
mackey_glass,sparse_tsk,20,1.5,25,3.4,71.4,0.0525887502550143,35.58883253012515,47.2509393253773,0.1782589182873645
mackey_glass,sparse_tsk,20,1.75,25,1.8,37.8,0.0578350672851103,22.091539406172387,32.64461071252862,0.14454038032321745
mackey_glass,sparse_tsk,20,2.0,25,1.0,21.0,0.06075716660763152,10.81783919184574,20.816392753754016,0.11952318341747635
mackey_glass,sparse_tsk,20,2.5,25,1.0,21.0,0.06075716660763152,10.81783919184574,20.816392753754016,0.11952318341747635
mackey_glass,sparse_tsk,20,3.0,25,1.0,21.0,0.06075716660763152,10.81783919184574,20.816392753754016,0.11952318341747635
mackey_glass,sparse_tsk,20,4.0,25,1.0,21.0,0.06075716660763152,10.81783919184574,20.816392753754016,0.11952318341747635
mackey_glass,sparse_tsk,20,5.0,25,1.0,21.0,0.06075716660763152,10.81783919184574,20.816392753754016,0.11952318341747635
narma10,dense_tsk,3,1.0,5,12.0,48.0,0.9323759132367201,47.91756040950471,65.54073295757239,0.2183173381872129
narma10,dense_tsk,3,1.25,25,8.0,32.0,0.9258484003466068,21.904957335004728,36.75554116083263,0.1651167964712293
narma10,dense_tsk,3,1.5,25,6.2,24.8,0.9225912512158032,14.94466301666756,28.547581917487552,0.15646306493781936
narma10,dense_tsk,3,1.75,25,3.6,14.4,0.9167255294921212,5.7856803243570445,17.58641655572118,0.1278485245288715
narma10,dense_tsk,3,2.0,25,2.6,10.4,0.9136083858419529,2.846772197000547,13.954361247804735,0.12171821926490646
narma10,dense_tsk,3,2.5,25,2.0,8.0,0.9157602018340196,2.881226534832505,13.572927277300728,0.11689876891491403
narma10,dense_tsk,3,3.0,25,1.2,4.8,0.9178670303874672,2.1731296439667007,12.310312641986968,0.11242175965914267
narma10,dense_tsk,3,4.0,25,1.0,4.0,0.9163140312600889,1.2830038873175098,11.281557449225788,0.11066528793437916
narma10,dense_tsk,3,5.0,25,1.0,4.0,0.9163140312600889,1.2830038873175098,11.281557449225788,0.11066528793437916
narma10,dense_tsk,5,1.25,15,9.666666666666666,58.0,0.9109197714074397,32.969377685332034,48.97520681209317,0.20104415627764255
narma10,dense_tsk,5,1.5,25,6.4,38.4,0.9274707276700451,18.449017747184865,32.19056608411685,0.16579390081392922
narma10,dense_tsk,5,1.75,25,3.6,21.6,0.9163470336430503,3.913437544471679,15.714173775835814,0.13301481957107675
narma10,dense_tsk,5,2.0,25,2.2,13.2,0.913007548498081,3.777509996800437,14.60784017538065,0.120374923251446
narma10,dense_tsk,5,2.5,25,1.8,10.8,0.9157331903425494,3.211727790094167,13.764799096450401,0.11692470967049161
narma10,dense_tsk,5,3.0,25,1.0,6.0,0.9139841474811077,1.4293753801302271,11.427928942038504,0.11149836767591434
narma10,dense_tsk,5,4.0,25,1.0,6.0,0.9139841474811077,1.4293753801302271,11.427928942038504,0.11149836767591434
narma10,dense_tsk,5,5.0,25,1.0,6.0,0.9139841474811077,1.4293753801302271,11.427928942038504,0.11149836767591434
narma10,dense_tsk,10,1.25,5,10.0,110.0,0.7366911989085757,22.723340136478303,38.96021832342609,0.19331319693882554
narma10,dense_tsk,10,1.5,25,6.8,74.8,0.8442967429315796,29.335364117699772,43.35417132685573,0.18637873614770784
narma10,dense_tsk,10,1.75,25,4.2,46.2,0.8260004122006209,10.887943667691179,23.10456820739128,0.1466441007381543
narma10,dense_tsk,10,2.0,25,2.0,22.0,0.8102132889158566,4.31236443482627,15.004065177294493,0.11985218914994446
narma10,dense_tsk,10,2.5,25,1.0,11.0,0.8055865867244231,1.7504693541855745,11.749022916093852,0.11030630246881495
narma10,dense_tsk,10,3.0,25,1.0,11.0,0.8055865867244231,1.7504693541855745,11.749022916093852,0.11030630246881495
narma10,dense_tsk,10,4.0,25,1.0,11.0,0.8055865867244231,1.7504693541855745,11.749022916093852,0.11030630246881495
narma10,dense_tsk,10,5.0,25,1.0,11.0,0.8055865867244231,1.7504693541855745,11.749022916093852,0.11030630246881495
narma10,dense_tsk,15,1.5,25,6.8,108.8,0.8608835958451497,47.561644553137654,61.58045176229362,0.24685220745152947
narma10,dense_tsk,15,1.75,25,3.0,48.0,0.8288983407467478,9.294866001009545,20.679713924037713,0.1433193364620751
narma10,dense_tsk,15,2.0,25,1.6,25.6,0.8118557679034017,4.875097027690527,15.289538897934772,0.12170557866055126
narma10,dense_tsk,15,2.5,25,1.0,16.0,0.8038060103562679,2.150626468652184,12.149180030560462,0.11300061802427232
narma10,dense_tsk,15,3.0,25,1.0,16.0,0.8038060103562679,2.150626468652184,12.149180030560462,0.11300061802427232
narma10,dense_tsk,15,4.0,25,1.0,16.0,0.8038060103562679,2.150626468652184,12.149180030560462,0.11300061802427232
narma10,dense_tsk,15,5.0,25,1.0,16.0,0.8038060103562679,2.150626468652184,12.149180030560462,0.11300061802427232
narma10,dense_tsk,20,1.5,25,8.0,168.0,0.9154258765664628,102.8519518794994,117.70253570532728,0.3057235801059312
narma10,dense_tsk,20,1.75,25,2.6,54.6,0.8026413620802999,13.206951447386405,24.314540498190595,0.14770979654901548
narma10,dense_tsk,20,2.0,25,1.4,29.4,0.7891160102397314,4.976032962049667,15.251845396181922,0.12224355286842085
narma10,dense_tsk,20,2.5,25,1.0,21.0,0.7861419005906296,3.0209177680315893,13.019471329939869,0.11571065663229044
narma10,dense_tsk,20,3.0,25,1.0,21.0,0.7861419005906296,3.0209177680315893,13.019471329939869,0.11571065663229044
narma10,dense_tsk,20,4.0,25,1.0,21.0,0.7861419005906296,3.0209177680315893,13.019471329939869,0.11571065663229044
narma10,dense_tsk,20,5.0,25,1.0,21.0,0.7861419005906296,3.0209177680315893,13.019471329939869,0.11571065663229044
narma10,fixed_k_dense_tsk,3,,150,5.833333333333333,23.333333333333332,0.9214458473322164,14.490012106031969,25.440881767848282,0.1472458723391726
narma10,fixed_k_dense_tsk,5,,150,5.833333333333333,35.0,0.926012063489086,16.35171999364879,27.3025896554651,0.15513919603475365
narma10,fixed_k_dense_tsk,10,,150,5.833333333333333,64.16666666666667,0.851237310971433,17.871572697352523,28.822442359168836,0.171316129203832
narma10,fixed_k_dense_tsk,15,,150,5.833333333333333,93.33333333333333,1.0468367205248887,50.452092910865915,61.40296257268223,0.21209042578044598
narma10,fixed_k_dense_tsk,20,,150,5.833333333333333,122.5,0.9028830164460774,58.267985761603065,69.21885542341937,0.23829275774926137
narma10,sparse_tsk,3,1.0,5,12.0,48.0,0.9320023957941486,48.12962877217433,65.75280132024201,0.21793700294082866
narma10,sparse_tsk,3,1.25,25,8.0,32.0,0.9261424150004318,21.749390362773386,36.59997418860129,0.1648723769897754
narma10,sparse_tsk,3,1.5,25,6.2,24.8,0.9224238762370773,14.938025200735286,28.54094410155528,0.15630070593423107
narma10,sparse_tsk,3,1.75,25,3.6,14.4,0.9167438877562994,5.787082950432993,17.58781918179713,0.12783470979400208
narma10,sparse_tsk,3,2.0,25,2.6,10.4,0.9136051876286294,2.848484630777351,13.95607368158154,0.12171592170642874
narma10,sparse_tsk,3,2.5,25,2.0,8.0,0.9157602018340196,2.881226534832505,13.572927277300728,0.11689876891491403
narma10,sparse_tsk,3,3.0,25,1.2,4.8,0.9178670303874672,2.1731296439667007,12.310312641986968,0.11242175965914267
narma10,sparse_tsk,3,4.0,25,1.0,4.0,0.9163140312600889,1.2830038873175098,11.281557449225788,0.11066528793437916
narma10,sparse_tsk,3,5.0,25,1.0,4.0,0.9163140312600889,1.2830038873175098,11.281557449225788,0.11066528793437916
narma10,sparse_tsk,5,1.25,15,9.666666666666666,58.0,0.9116488933113085,32.06329613768477,48.069125264445915,0.20069382647138323
narma10,sparse_tsk,5,1.5,25,6.4,38.4,0.9275977938881731,18.56695504723566,32.30850338416764,0.16556212078824528
narma10,sparse_tsk,5,1.75,25,3.6,21.6,0.916269846234422,3.910199226651884,15.710935458016019,0.1327595219054034
narma10,sparse_tsk,5,2.0,25,2.2,13.2,0.913007548498081,3.777509996800437,14.60784017538065,0.120374923251446
narma10,sparse_tsk,5,2.5,25,1.8,10.8,0.9157331903425494,3.211727790094167,13.764799096450401,0.11692470967049161
narma10,sparse_tsk,5,3.0,25,1.0,6.0,0.9139841474811077,1.4293753801302271,11.427928942038504,0.11149836767591434
narma10,sparse_tsk,5,4.0,25,1.0,6.0,0.9139841474811077,1.4293753801302271,11.427928942038504,0.11149836767591434
narma10,sparse_tsk,5,5.0,25,1.0,6.0,0.9139841474811077,1.4293753801302271,11.427928942038504,0.11149836767591434
narma10,sparse_tsk,10,1.25,5,10.0,110.0,0.7361079888581508,23.169830798407396,39.40670898535518,0.1938225078745979
narma10,sparse_tsk,10,1.5,25,6.8,74.8,0.8444296749677216,29.58914782482469,43.60795503398065,0.1859420688719933
narma10,sparse_tsk,10,1.75,25,4.2,46.2,0.8256389951818524,10.783298759246284,22.99992329894639,0.1461914915769588
narma10,sparse_tsk,10,2.0,25,2.0,22.0,0.8102132889158566,4.31236443482627,15.004065177294493,0.11985218914994446
narma10,sparse_tsk,10,2.5,25,1.0,11.0,0.8055865867244231,1.7504693541855745,11.749022916093852,0.11030630246881495
narma10,sparse_tsk,10,3.0,25,1.0,11.0,0.8055865867244231,1.7504693541855745,11.749022916093852,0.11030630246881495
narma10,sparse_tsk,10,4.0,25,1.0,11.0,0.8055865867244231,1.7504693541855745,11.749022916093852,0.11030630246881495
narma10,sparse_tsk,10,5.0,25,1.0,11.0,0.8055865867244231,1.7504693541855745,11.749022916093852,0.11030630246881495
narma10,sparse_tsk,15,1.5,25,6.8,108.8,0.8647514733410895,45.054534381793474,59.07334159094944,0.24739854502214836
narma10,sparse_tsk,15,1.75,25,3.0,48.0,0.828410154975276,9.311711098759014,20.69655902178718,0.14305607699021006
narma10,sparse_tsk,15,2.0,25,1.6,25.6,0.8118557679034017,4.875097027690527,15.289538897934772,0.12170557866055126
narma10,sparse_tsk,15,2.5,25,1.0,16.0,0.8038060103562679,2.150626468652184,12.149180030560462,0.11300061802427232
narma10,sparse_tsk,15,3.0,25,1.0,16.0,0.8038060103562679,2.150626468652184,12.149180030560462,0.11300061802427232
narma10,sparse_tsk,15,4.0,25,1.0,16.0,0.8038060103562679,2.150626468652184,12.149180030560462,0.11300061802427232
narma10,sparse_tsk,15,5.0,25,1.0,16.0,0.8038060103562679,2.150626468652184,12.149180030560462,0.11300061802427232
narma10,sparse_tsk,20,1.5,25,8.0,168.0,0.9172417132809774,102.61921937422346,117.46980320005136,0.30533188220743607
narma10,sparse_tsk,20,1.75,25,2.6,54.6,0.802837723433615,13.214435655180115,24.322024705984305,0.14769604386985272
narma10,sparse_tsk,20,2.0,25,1.4,29.4,0.7891160102397314,4.976032962049667,15.251845396181922,0.12224355286842085
narma10,sparse_tsk,20,2.5,25,1.0,21.0,0.7861419005906296,3.0209177680315893,13.019471329939869,0.11571065663229044
narma10,sparse_tsk,20,3.0,25,1.0,21.0,0.7861419005906296,3.0209177680315893,13.019471329939869,0.11571065663229044
narma10,sparse_tsk,20,4.0,25,1.0,21.0,0.7861419005906296,3.0209177680315893,13.019471329939869,0.11571065663229044
narma10,sparse_tsk,20,5.0,25,1.0,21.0,0.7861419005906296,3.0209177680315893,13.019471329939869,0.11571065663229044
setar,dense_tsk,3,1.25,20,11.0,44.0,0.9328814701353899,29.737166785004213,46.667192152511944,0.19271248181426498
setar,dense_tsk,3,1.5,25,7.4,29.6,0.9208898211633323,18.925127772881478,33.359823290373406,0.16357590736978753
setar,dense_tsk,3,1.75,25,4.8,19.2,0.9197559606412967,10.02602209065489,22.65853493869096,0.14651727862236869
setar,dense_tsk,3,2.0,25,3.8,15.2,0.9224508144283264,4.290309300653391,16.229674968129515,0.13836579522227338
setar,dense_tsk,3,2.5,25,1.2,4.8,0.9423269847228346,0.4015562696745981,10.538739267694863,0.11977090239066981
setar,dense_tsk,3,3.0,25,1.0,4.0,0.9421549802611233,0.3659809903758498,10.364534552284127,0.1187788110259088
setar,dense_tsk,3,4.0,25,1.0,4.0,0.9421549802611233,0.3659809903758498,10.364534552284127,0.1187788110259088
setar,dense_tsk,3,5.0,25,1.0,4.0,0.9421549802611233,0.3659809903758498,10.364534552284127,0.1187788110259088
setar,dense_tsk,5,1.5,25,9.0,54.0,0.9427488615767884,25.58052279154119,41.12425379792903,0.1953359699969199
setar,dense_tsk,5,1.75,25,4.4,26.4,0.9443943508658009,5.9885868791653625,18.343840854977454,0.15496280476163057
setar,dense_tsk,5,2.0,25,1.8,10.8,0.9450181802728003,3.655536932908942,14.208608239265176,0.12825303108731761
setar,dense_tsk,5,2.5,25,1.0,6.0,0.9453245591957153,1.1155202143527234,11.114073776261,0.12093629271244176
setar,dense_tsk,5,3.0,25,1.0,6.0,0.9453245591957153,1.1155202143527234,11.114073776261,0.12093629271244176
setar,dense_tsk,5,4.0,25,1.0,6.0,0.9453245591957153,1.1155202143527234,11.114073776261,0.12093629271244176
setar,dense_tsk,5,5.0,25,1.0,6.0,0.9453245591957153,1.1155202143527234,11.114073776261,0.12093629271244176
setar,dense_tsk,10,1.5,20,7.5,82.5,0.9569585420473097,25.16670065331635,39.67071088886427,0.21450284027269878
setar,dense_tsk,10,1.75,25,3.4,37.4,0.9632502219397222,7.547818019134465,19.20992481438661,0.16006839119354854
setar,dense_tsk,10,2.0,25,1.2,13.2,0.9503444774119321,2.4852284950872363,12.622411493107501,0.12657476373751766
setar,dense_tsk,10,2.5,25,1.0,11.0,0.9486452499921854,2.1744802638413243,12.1730338257496,0.12447701138401365
setar,dense_tsk,10,3.0,25,1.0,11.0,0.9486452499921854,2.1744802638413243,12.1730338257496,0.12447701138401365
setar,dense_tsk,10,4.0,25,1.0,11.0,0.9486452499921854,2.1744802638413243,12.1730338257496,0.12447701138401365
setar,dense_tsk,10,5.0,25,1.0,11.0,0.9486452499921854,2.1744802638413243,12.1730338257496,0.12447701138401365
setar,dense_tsk,15,1.5,15,4.666666666666667,74.66666666666667,0.9670356406795964,13.220363707817064,25.760456931778474,0.18462225632053988
setar,dense_tsk,15,1.75,25,1.8,28.8,0.9626097774535322,15.020865277793748,25.57393658414998,0.15824798370137433
setar,dense_tsk,15,2.0,25,1.2,19.2,0.9557695976759816,8.853635645105891,18.990818643126158,0.13835240338564192
setar,dense_tsk,15,2.5,25,1.0,16.0,0.9496032584098417,2.8590705163062666,12.857624078214544,0.12718311301785135
setar,dense_tsk,15,3.0,25,1.0,16.0,0.9496032584098417,2.8590705163062666,12.857624078214544,0.12718311301785135
setar,dense_tsk,15,4.0,25,1.0,16.0,0.9496032584098417,2.8590705163062666,12.857624078214544,0.12718311301785135
setar,dense_tsk,15,5.0,25,1.0,16.0,0.9496032584098417,2.8590705163062666,12.857624078214544,0.12718311301785135
setar,dense_tsk,20,1.5,20,6.5,136.5,1.4644380164099562,46.103741143536425,59.9146041985244,0.2606238089649314
setar,dense_tsk,20,1.75,25,2.2,46.2,0.9863306720685199,38.479928562834935,49.31025874141515,0.18409727786315083
setar,dense_tsk,20,2.0,25,1.0,21.0,0.9516891779881494,3.891146653002559,13.889700214910835,0.13053045153531206
setar,dense_tsk,20,2.5,25,1.0,21.0,0.9516891779881494,3.891146653002559,13.889700214910835,0.13053045153531206
setar,dense_tsk,20,3.0,25,1.0,21.0,0.9516891779881494,3.891146653002559,13.889700214910835,0.13053045153531206
setar,dense_tsk,20,4.0,25,1.0,21.0,0.9516891779881494,3.891146653002559,13.889700214910835,0.13053045153531206
setar,dense_tsk,20,5.0,25,1.0,21.0,0.9516891779881494,3.891146653002559,13.889700214910835,0.13053045153531206
setar,fixed_k_dense_tsk,3,,150,5.833333333333333,23.333333333333332,0.9266944556531678,12.30323738112549,23.2541070429418,0.14943067164543317
setar,fixed_k_dense_tsk,5,,150,5.833333333333333,35.0,0.9467477872527036,15.084318195444133,26.03518785726044,0.16325857642455588
setar,fixed_k_dense_tsk,10,,150,5.833333333333333,64.16666666666667,0.9798985817286492,24.70860700972365,35.65947667153996,0.1923410694039733
setar,fixed_k_dense_tsk,15,,150,5.833333333333333,93.33333333333333,1.0929686650264905,40.850452055959316,51.80132171777563,0.22830068041044527
setar,fixed_k_dense_tsk,20,,150,5.833333333333333,122.5,1.1044564324366029,66.95354775724223,77.90441741905855,0.2612962108228689
setar,sparse_tsk,3,1.25,20,11.0,44.0,0.9330762009443564,28.40068438682768,45.33070975433541,0.19274174628185345
setar,sparse_tsk,3,1.5,25,7.4,29.6,0.9217146334392718,19.083817229996573,33.5185127474885,0.1637025693268587
setar,sparse_tsk,3,1.75,25,4.8,19.2,0.9196682582149416,10.125028888569998,22.75754173660607,0.14658813825320716
setar,sparse_tsk,3,2.0,25,3.8,15.2,0.9222393677166081,4.32829886532893,16.267664532805053,0.13835253750832663
setar,sparse_tsk,3,2.5,25,1.2,4.8,0.9423269847228346,0.4015562696745981,10.538739267694863,0.11977090239066981
setar,sparse_tsk,3,3.0,25,1.0,4.0,0.9421549802611233,0.3659809903758498,10.364534552284127,0.1187788110259088
setar,sparse_tsk,3,4.0,25,1.0,4.0,0.9421549802611233,0.3659809903758498,10.364534552284127,0.1187788110259088
setar,sparse_tsk,3,5.0,25,1.0,4.0,0.9421549802611233,0.3659809903758498,10.364534552284127,0.1187788110259088
setar,sparse_tsk,5,1.5,25,9.0,54.0,0.9436058444046374,25.474678656355945,41.018409662743785,0.1942971830628579
setar,sparse_tsk,5,1.75,25,4.4,26.4,0.9450747787943196,6.153080807162473,18.508334782974565,0.15494626250146454
setar,sparse_tsk,5,2.0,25,1.8,10.8,0.9450181802728003,3.655536932908942,14.208608239265176,0.12825303108731761
setar,sparse_tsk,5,2.5,25,1.0,6.0,0.9453245591957153,1.1155202143527234,11.114073776261,0.12093629271244176
setar,sparse_tsk,5,3.0,25,1.0,6.0,0.9453245591957153,1.1155202143527234,11.114073776261,0.12093629271244176
setar,sparse_tsk,5,4.0,25,1.0,6.0,0.9453245591957153,1.1155202143527234,11.114073776261,0.12093629271244176
setar,sparse_tsk,5,5.0,25,1.0,6.0,0.9453245591957153,1.1155202143527234,11.114073776261,0.12093629271244176
setar,sparse_tsk,10,1.5,20,7.5,82.5,0.9580681307395855,25.168549558602955,39.67255979415088,0.21410831848141712
setar,sparse_tsk,10,1.75,25,3.4,37.4,0.9633474638644773,9.028345160262228,20.690451955514373,0.1604304815660364
setar,sparse_tsk,10,2.0,25,1.2,13.2,0.9503444774119321,2.4852284950872363,12.622411493107501,0.12657476373751766
setar,sparse_tsk,10,2.5,25,1.0,11.0,0.9486452499921854,2.1744802638413243,12.1730338257496,0.12447701138401365
setar,sparse_tsk,10,3.0,25,1.0,11.0,0.9486452499921854,2.1744802638413243,12.1730338257496,0.12447701138401365
setar,sparse_tsk,10,4.0,25,1.0,11.0,0.9486452499921854,2.1744802638413243,12.1730338257496,0.12447701138401365
setar,sparse_tsk,10,5.0,25,1.0,11.0,0.9486452499921854,2.1744802638413243,12.1730338257496,0.12447701138401365
setar,sparse_tsk,15,1.5,15,4.666666666666667,74.66666666666667,0.9664960093400706,13.138092574259975,25.678185798221385,0.18437214614411557
setar,sparse_tsk,15,1.75,25,1.8,28.8,0.9624169242298644,15.026495103621103,25.57956640997734,0.15822852359429312
setar,sparse_tsk,15,2.0,25,1.2,19.2,0.9557695976759816,8.853635645105891,18.990818643126158,0.13835240338564192
setar,sparse_tsk,15,2.5,25,1.0,16.0,0.9496032584098417,2.8590705163062666,12.857624078214544,0.12718311301785135
setar,sparse_tsk,15,3.0,25,1.0,16.0,0.9496032584098417,2.8590705163062666,12.857624078214544,0.12718311301785135
setar,sparse_tsk,15,4.0,25,1.0,16.0,0.9496032584098417,2.8590705163062666,12.857624078214544,0.12718311301785135
setar,sparse_tsk,15,5.0,25,1.0,16.0,0.9496032584098417,2.8590705163062666,12.857624078214544,0.12718311301785135
setar,sparse_tsk,20,1.5,20,6.5,136.5,1.3928005304541866,44.90437855138959,58.715241606377575,0.26023485237256255
setar,sparse_tsk,20,1.75,25,2.2,46.2,0.9876265266119947,38.32636830951353,49.156698488093745,0.1840412149578762
setar,sparse_tsk,20,2.0,25,1.0,21.0,0.9516891779881494,3.891146653002559,13.889700214910835,0.13053045153531206
setar,sparse_tsk,20,2.5,25,1.0,21.0,0.9516891779881494,3.891146653002559,13.889700214910835,0.13053045153531206
setar,sparse_tsk,20,3.0,25,1.0,21.0,0.9516891779881494,3.891146653002559,13.889700214910835,0.13053045153531206
setar,sparse_tsk,20,4.0,25,1.0,21.0,0.9516891779881494,3.891146653002559,13.889700214910835,0.13053045153531206
setar,sparse_tsk,20,5.0,25,1.0,21.0,0.9516891779881494,3.891146653002559,13.889700214910835,0.13053045153531206
structural_break,dense_tsk,3,1.0,20,11.25,45.0,1.4006344914656157,44.440929954380564,61.54424211702828,0.23175140331105623
structural_break,dense_tsk,3,1.25,25,7.4,29.6,1.4055225365280852,28.009868742766777,42.4445642602587,0.1952829510939439
structural_break,dense_tsk,3,1.5,25,4.4,17.6,1.422244770289603,16.595896684777923,28.951150660590017,0.16236254249368665
structural_break,dense_tsk,3,1.75,25,3.0,12.0,1.4346843391793644,10.248427683767853,21.63327560679602,0.14514527626294965
structural_break,dense_tsk,3,2.0,25,2.8,11.2,1.4349753586170877,9.608877950424526,20.855096437340702,0.14371074920244642
structural_break,dense_tsk,3,2.5,25,1.2,4.8,1.455836169370464,4.894796738182692,15.03197973620296,0.12921406852818915
structural_break,dense_tsk,3,3.0,25,1.0,4.0,1.4591710054266245,3.6092094068508236,13.6077629687591,0.12659692682828935
structural_break,dense_tsk,3,4.0,25,1.0,4.0,1.4591710054266245,3.6092094068508236,13.6077629687591,0.12659692682828935
structural_break,dense_tsk,3,5.0,25,1.0,4.0,1.4591710054266245,3.6092094068508236,13.6077629687591,0.12659692682828935
structural_break,dense_tsk,5,1.25,25,8.4,50.4,1.404835092455748,58.236655486097376,73.36449818414926,0.24314834938153077
structural_break,dense_tsk,5,1.5,25,5.0,30.0,1.4173053780515792,27.361738488869904,40.132880773017966,0.1849386292961589
structural_break,dense_tsk,5,1.75,25,3.0,18.0,1.4096741754152895,16.42671414439666,27.811562067424823,0.1578280432778028
structural_break,dense_tsk,5,2.0,25,2.4,14.4,1.4161117016039844,12.937430674192562,23.906390288884765,0.15162046311665953
structural_break,dense_tsk,5,2.5,25,1.2,7.2,1.4331273592514053,6.765967356138557,16.90315035415882,0.13454338369849522
structural_break,dense_tsk,5,3.0,25,1.0,6.0,1.4372686601810896,5.156547966700211,15.155101528608489,0.13080075872748206
structural_break,dense_tsk,5,4.0,25,1.0,6.0,1.4372686601810896,5.156547966700211,15.155101528608489,0.13080075872748206
structural_break,dense_tsk,5,5.0,25,1.0,6.0,1.4372686601810896,5.156547966700211,15.155101528608489,0.13080075872748206
structural_break,dense_tsk,10,1.25,25,10.2,112.2,1.4418364911972095,150.32791292704775,166.70342055010752,0.3453533069260956
structural_break,dense_tsk,10,1.5,25,5.0,55.0,1.3953622094392626,49.80537878835108,62.57652107249913,0.22920610712190304
structural_break,dense_tsk,10,1.75,25,2.2,24.2,1.390277183604922,23.93606132946276,34.76639150804297,0.17193037934093713
structural_break,dense_tsk,10,2.0,25,1.4,15.4,1.4028741142543706,14.31191956693616,24.587732001068417,0.14953270233886393
structural_break,dense_tsk,10,2.5,25,1.0,11.0,1.4126565995121358,9.58357498574611,19.582128547654385,0.1408807789730961
structural_break,dense_tsk,10,3.0,25,1.0,11.0,1.4126565995121358,9.58357498574611,19.582128547654385,0.1408807789730961
structural_break,dense_tsk,10,4.0,25,1.0,11.0,1.4126565995121358,9.58357498574611,19.582128547654385,0.1408807789730961
structural_break,dense_tsk,10,5.0,25,1.0,11.0,1.4126565995121358,9.58357498574611,19.582128547654385,0.1408807789730961
structural_break,dense_tsk,15,1.25,10,12.0,192.0,2.086802159458398,298.40323412317946,316.0264066712471,0.4769081770295858
