dataset,series,analysis_status,family,selected_candidate,selection_primary,validation_rmse,validation_mae,validation_weighted_cost,test_rmse,test_mae,test_weighted_cost,test_rmse_improvement_vs_fallback,test_cost_improvement_vs_fallback,test_rmse_improvement_vs_deployed,test_cost_improvement_vs_deployed,fallback_rmse,fallback_weighted_cost,deployed_rmse,deployed_weighted_cost,test_count,seasonal_period,rolling_one_step,parameters_refit_within_test,test_used_for_selection
pjm,aep,secondary_post_hoc_after_confirmatory_opening,SARIMA,sarima_101_011,validation_weighted_cost,725.1430650753567,534.4466903253135,795.381976967371,659.1833657868636,496.62404016777054,749.0883226657443,0.6106431218696782,0.6232168260271627,0.07361785099224841,0.08908106350434587,1693.005576149673,1988.1151134412037,711.5674308846682,822.3435617087076,481,7,True,False,False
pjm,aep,secondary_post_hoc_after_confirmatory_opening,ETS,ets_seasonal,validation_weighted_cost,798.6385273112096,568.2368323894005,853.5235602339789,701.6434526542977,532.4055655166745,800.0676526953541,0.5855634130573781,0.5975747846358217,0.0139466448289129,0.027088324212166837,1693.005576149673,1988.1151134412037,711.5674308846682,822.3435617087076,481,7,True,False,False
