sample_size,block_length,bootstrap_resamples,observed_rmse_improvement,rmse_ci_low,rmse_ci_high,rmse_bootstrap_probability_nonpositive,observed_cost_improvement,cost_ci_low,cost_ci_high,cost_bootstrap_probability_nonpositive,zone,analysis_role
873,12,20000,-0.11860495466923449,-0.293780215407099,0.012752057728899514,0.9601019949002549,-0.226739231056579,-0.4552152542136879,-0.04875855462906339,0.9948002599870006,Zone 1,sensitivity
873,42,20000,-0.11860495466923449,-0.2999658868058828,0.013209153856839958,0.9586520673966301,-0.226739231056579,-0.45942543150162,-0.058772381779626216,0.9973501324933753,Zone 1,sensitivity
873,84,20000,-0.11860495466923449,-0.24453111503329752,-0.010414202879149348,0.9849007549622519,-0.226739231056579,-0.34952089363125566,-0.10978297967090543,0.999950002499875,Zone 1,primary
873,12,20000,-0.015110940237209158,-0.18916790351683258,0.10818338280337916,0.599370031498425,-0.190530887679925,-0.444268722489801,-0.004362260086561788,0.9774511274436278,Zone 2,sensitivity
873,42,20000,-0.015110940237209158,-0.18354749957883806,0.10185229322808083,0.591870406479676,-0.190530887679925,-0.4344438450396071,-0.010884993703895039,0.9820008999550023,Zone 2,sensitivity
873,84,20000,-0.015110940237209158,-0.130412188337202,0.08551584008249964,0.6271186440677966,-0.190530887679925,-0.35353191177563853,-0.03702798886642097,0.9933503324833758,Zone 2,primary
873,12,20000,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,Zone 3,sensitivity
873,42,20000,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,Zone 3,sensitivity
873,84,20000,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,Zone 3,primary
