dataset,series,analysis_status,family,selected_candidate,selection_primary,validation_rmse,validation_mae,validation_weighted_cost,test_rmse,test_mae,test_weighted_cost,test_rmse_improvement_vs_fallback,test_cost_improvement_vs_fallback,test_rmse_improvement_vs_deployed,test_cost_improvement_vs_deployed,fallback_rmse,fallback_weighted_cost,deployed_rmse,deployed_weighted_cost,test_count,seasonal_period,rolling_one_step,parameters_refit_within_test,test_used_for_selection
pjm,comed,secondary_post_hoc_after_confirmatory_opening,SARIMA,sarima_101_011,validation_weighted_cost,713.4048429598951,470.8065256085426,705.8206851469693,701.161758201914,498.7427898369907,744.9950080496574,0.5840812913879797,0.5790221965208873,0.06746380464739525,0.08269593913619538,1685.8144240296144,1769.677645454818,751.8869098017103,812.1571023550384,481,7,True,False,False
pjm,comed,secondary_post_hoc_after_confirmatory_opening,ETS,ets_seasonal,validation_weighted_cost,753.6996174817303,495.0944130819067,742.5855957097234,751.9917439281957,509.56987972874,767.958632497768,0.5539297011525715,0.5660460341632456,-0.00013942805110543893,0.05442108396159644,1685.8144240296144,1769.677645454818,751.8869098017103,812.1571023550384,481,7,True,False,False
