process,family,selection_strategy,series_count,mean_validation_rmse,mean_test_rmse,mean_rule_count,mean_dimension,mean_empirical_risk,mean_gaussian_kl,mean_total_kl,mean_certificate_familywise,median_certificate_familywise,vacuous_familywise,mean_certificate_pointwise,mean_zero_prior_certificate,mean_certification_clipping,mean_test_clipping
narma10,ridge,certificate,5,0.8996873584040259,0.8704708127862448,1.0,5.4,0.01682348056946616,0.6069034367389798,7.514658715721117,0.10041797337001719,0.09929668810844,0,0.0890806487644767,0.11267187010890185,0.00966666666666664,0.003
narma10,ridge,validation_rmse,5,0.7861057532365722,0.7669985756739092,1.0,21.0,0.01782466020678908,3.018541718063643,9.926296997045778,0.10934326909736206,0.1119025680103414,0,0.0981206226728818,0.1365541887205446,0.00966666666666664,0.003
narma10,sparse_tsk,certificate,5,0.8219096409783541,0.8139485217869712,1.0,9.6,0.01467927652580952,1.5500319198110284,11.548585481719305,0.1099565166511022,0.1096006140319449,0,0.10038286727414733,0.12346659574924604,0.00966666666666664,0.003
narma10,sparse_tsk,validation_rmse,5,0.7857960646392905,0.7655903868357494,1.2,25.2,0.019708112995694062,3.6452621328274146,13.78244513084768,0.1188266700878472,0.1183565582514084,0,0.1119778355055426,0.14655393175120207,0.00966666666666664,0.003
setar,dense_tsk,certificate,5,0.9421592156397516,1.011665453490413,1.0,4.0,0.02570567236995156,0.3647651410088635,10.363318702917141,0.11877415413403489,0.1185718276548576,0,0.10745837385561552,0.12404377759787648,0.00416666666666664,0.005
setar,dense_tsk,validation_rmse,5,0.9147502680015434,0.979836454146301,5.6,22.4,0.033672598077675545,8.963228480130436,22.15025907261446,0.14673751173944,0.1485683675467137,0,0.14106884943666972,0.15461939104717465,0.00416666666666664,0.005
setar,fixed_k_dense_tsk,certificate,5,0.9292849460112562,0.9922510012683656,12.0,48.0,0.054334485077805986,14.688380953215008,29.91365822848431,0.18033839733268683,0.1730736377097416,0,0.17466973502991662,0.17755796008641347,0.00416666666666664,0.005
setar,fixed_k_dense_tsk,validation_rmse,5,0.9255529952597781,0.9936376975379579,12.0,62.4,0.06346050144162925,14.314160799656458,29.539438074925762,0.18884071344057918,0.1880108847829332,0,0.18317205113780893,0.1816680989850211,0.00416666666666664,0.005
setar,ridge,certificate,5,0.9421591787058157,1.0116653719251785,1.0,4.0,0.02570585184038124,0.3644272062318341,7.27218248521397,0.10849209053924183,0.1082689934307789,0,0.09715476593370133,0.11493886504576109,0.00416666666666664,0.005
setar,ridge,validation_rmse,5,0.9418685084642041,1.0140250464104146,1.0,8.8,0.02767522887378416,1.1571721492382578,8.064927428220395,0.11310395071599948,0.1147692156879315,0,0.10176662611045897,0.11933171942971488,0.00416666666666664,0.005
setar,sparse_tsk,certificate,5,0.9421592156397516,1.011665453490413,1.0,4.0,0.02570567236995156,0.3647651410088635,10.363318702917141,0.11877415413403489,0.1185718276548576,0,0.10745837385561552,0.12404377759787648,0.00416666666666664,0.005
setar,sparse_tsk,validation_rmse,5,0.9144373952734763,0.9803525883180175,4.8,19.2,0.03291508364374226,7.456211352148901,20.088724200184974,0.14254410585145758,0.1445716177541215,0,0.1368754435486873,0.1500685341668213,0.00416666666666664,0.005
structural_break,dense_tsk,certificate,5,1.4590622619453337,1.5704257320327935,1.0,4.0,0.027740899726092116,3.6052054178114092,13.603758979719686,0.12656164656636526,0.1242000866468686,0,0.12014946597378495,0.13494138418238283,0.23866666666666667,0.7155
structural_break,dense_tsk,validation_rmse,5,1.3733441226007197,1.484052634293112,5.6,40.8,0.04211321560308214,43.63625630032164,56.82328689280566,0.2092736115211567,0.1876766312867322,0,0.20473868167894044,0.22545003979670084,0.23866666666666667,0.7155
structural_break,fixed_k_dense_tsk,certificate,5,1.4031657676642437,1.5015370051538148,12.0,48.0,0.04579976368423166,40.22541641961392,55.45069369488323,0.21436540171644403,0.2099475445392175,0,0.20869673941367378,0.22103918571448705,0.23866666666666667,0.7155
structural_break,fixed_k_dense_tsk,validation_rmse,5,1.3908612655800312,1.4991512692288822,12.0,81.6,0.061096284790555774,76.32872569337064,91.55400296863994,0.26599674205600704,0.2433691872390395,0,0.26146181221379083,0.26887212066208976,0.23866666666666667,0.7155
structural_break,ridge,certificate,5,1.459062680408494,1.5704260365317881,1.0,4.0,0.03206489693226236,1.6846093809903901,8.592364659972526,0.11922721122187814,0.1169570562436085,0,0.10791441827477759,0.12978653192929349,0.23866666666666667,0.7155
structural_break,ridge,validation_rmse,5,1.4016946637725713,1.5236072987255762,1.0,15.0,0.031370776145447976,15.281920153206404,22.18967543218854,0.1445013837398359,0.1461091578202955,0,0.13883272143706565,0.1577666511101362,0.23866666666666667,0.7155
structural_break,sparse_tsk,certificate,5,1.4590622619453337,1.5704257320327935,1.0,4.0,0.027740899726092116,3.6052054178114092,13.603758979719686,0.12656164656636526,0.1242000866468686,0,0.12014946597378495,0.13494138418238283,0.23866666666666667,0.7155
structural_break,sparse_tsk,validation_rmse,5,1.3733317320574177,1.501884750703943,5.0,47.2,0.04415951423612134,46.39101220702205,59.1621544911701,0.21345233847160086,0.1876755710153019,0,0.20891740862938463,0.22648628407741406,0.23866666666666667,0.7155
