process,seed,candidate_id,family,lag,radius,ridge_alpha,rule_count,consequent_dimension,validation_rmse_scaled,validation_mae_scaled,validation_rmse_original,validation_mae_original,clip_bound_scaled,certification_target_clipping_rate,certificate_sample_size,selection_uses_test,certificate_uses_test,localized_prior_scale,localized_posterior_ratio,localized_empirical_gibbs_risk,localized_gaussian_kl,localized_structure_kl,localized_prior_scale_penalty,localized_prior_variant_penalty,localized_total_kl,localized_temperature_familywise,localized_certificate_familywise,localized_certificate_familywise_untruncated,localized_temperature_pointwise,localized_certificate_pointwise,localized_certificate_pointwise_untruncated,zero_mean_prior_scale,zero_mean_posterior_ratio,zero_mean_empirical_gibbs_risk,zero_mean_gaussian_kl,zero_mean_structure_kl,zero_mean_prior_scale_penalty,zero_mean_prior_variant_penalty,zero_mean_total_kl,zero_mean_temperature_familywise,zero_mean_certificate_familywise,zero_mean_certificate_familywise_untruncated,zero_mean_temperature_pointwise,zero_mean_certificate_pointwise,zero_mean_certificate_pointwise_untruncated,effective_rule_count,minimum_hard_rule_support,maximum_hard_rule_support,mean_active_rules,maximum_active_rules,rule_usage_entropy,realized_covering_radius,requested_fixed_k,selection_strategy,test_opened_after_selection,test_rmse_scaled,test_mae_scaled,test_rmse_original,test_mae_original,test_target_clipping_rate,test_forecast_clipping_rate
ar2,3000,ridge|p=3|r=none|a=1|k=1,ridge,3,,1.0,1,4,0.8168174531212341,0.653512521165925,0.18616798486204578,0.14894773450625295,3.1354178887291484,0.0025,1200,False,False,2.0,1.0,0.019189193654739138,0.3678358320476436,4.605170185988091,1.6094379124341003,0.6931471805599453,7.27559111102978,0.25,0.10198679443965242,0.10198679443965242,0.25,0.0906494698341119,0.0906494698341119,8.0,0.3,0.0196507277494653,4.445558269547671,4.605170185988091,1.6094379124341003,0.6931471805599453,11.353313548529808,0.5,0.11472073220442197,0.11472073220442197,0.25,0.10470341205383815,0.10470341205383815,1,397,397,1.0,1,0.0,,,validation_rmse,True,0.8925053901774466,0.7236069445730757,0.2034186822685189,0.1649235654656821,0.0,0.0
ar2,3000,ridge|p=3|r=none|a=0.0001|k=1,ridge,3,,0.0001,1,4,0.8168841861257601,0.6536120823433664,0.18618319456273094,0.14897042636194718,3.1354178887291484,0.0025,1200,False,False,2.0,1.0,0.019194844982939118,0.35842939131763507,4.605170185988091,1.6094379124341003,0.6931471805599453,7.266184670299772,0.25,0.10196109096541903,0.10196109096541903,0.25,0.09062376635987851,0.09062376635987851,8.0,0.3,0.019658555895862673,4.445027010849452,4.605170185988091,1.6094379124341003,0.6931471805599453,11.352782289831588,0.5,0.11472767491965566,0.11472767491965566,0.25,0.10470946933790812,0.10470946933790812,1,397,397,1.0,1,0.0,,,certificate,True,0.8925557857532331,0.723671541909033,0.2034301683634282,0.16493828840752997,0.0,0.0
ar2,3000,fixed_k_dense_tsk|p=10|r=none|a=1|k=2,fixed_k_dense_tsk,10,,1.0,2,22,0.82143831760173,0.6582117360916023,0.18722116635978106,0.15001877353682708,3.1354178887291484,0.0025,1200,False,False,2.0,1.0,0.027891269104520593,4.123610941438496,5.991220376675807,1.6094379124341003,0.6931471805599453,12.417416411108348,0.5,0.12473477833044151,0.12473477833044151,0.25,0.11649096295082191,0.11649096295082191,4.0,0.3,0.021574514499817572,20.72702972879023,5.991220376675807,1.6094379124341003,0.6931471805599453,29.020835198460084,0.5,0.1460903883713247,0.1460903883713247,0.5,0.14042172606855444,0.14042172606855444,2,429,771,2.0,2,0.9496151496300826,1.4919387092147212,2.0,validation_rmse,True,0.9015226671036518,0.7320046428178627,0.20547388844448863,0.16683755806431905,0.0,0.0
ar2,3000,fixed_k_dense_tsk|p=3|r=none|a=1|k=2,fixed_k_dense_tsk,3,,1.0,2,8,0.8223010832989711,0.658798804018943,0.18741780680943074,0.15015257730484466,3.1354178887291484,0.0025,1200,False,False,2.0,1.0,0.022994691191608834,1.5576866592428602,5.991220376675807,1.6094379124341003,0.6931471805599453,9.851492128912712,0.25,0.11437862870279855,0.11437862870279855,0.25,0.10304130409725804,0.10304130409725804,4.0,0.3,0.01988380318874685,10.17305755427023,5.991220376675807,1.6094379124341003,0.6931471805599453,18.466863023940082,0.5,0.12680972343605398,0.12680972343605398,0.5,0.12114106113328374,0.12114106113328374,2,329,871,1.9925,2,0.8556704852527889,1.909858005695477,2.0,certificate,True,0.8904874901340656,0.7206301267869705,0.2029587650822568,0.1642450929790536,0.0,0.0
ar2,3000,dense_tsk|p=3|r=2.5|a=1|k=1,dense_tsk,3,2.5,1.0,1,4,0.8168169857463928,0.653511867853009,0.1861678783385722,0.1489475856040122,3.1354178887291484,0.0025,1200,False,False,2.0,1.0,0.019189156169707847,0.36811326810707234,7.6959684689142325,1.6094379124341003,0.6931471805599453,10.36666683001535,0.25,0.11229034268457301,0.11229034268457301,0.25,0.1009530180790325,0.1009530180790325,8.0,0.3,0.019650675865258135,4.4457522884624865,7.6959684689142325,1.6094379124341003,0.6931471805599453,14.444305850370764,0.5,0.11987233415661641,0.11987233415661641,0.5,0.11420367185384615,0.11420367185384615,1,1200,1200,1.0,1,0.0,,,validation_rmse,True,0.8925049372234308,0.7236064148631245,0.20341857903182134,0.1649234447348703,0.0,0.0
ar2,3000,dense_tsk|p=3|r=2.5|a=0.0001|k=1,dense_tsk,3,2.5,0.0001,1,4,0.8168841860778551,0.6536120822726537,0.1861831945518125,0.14897042634583044,3.1354178887291484,0.0025,1200,False,False,2.0,1.0,0.01919484150222298,0.3586407829354318,7.6959684689142325,1.6094379124341003,0.6931471805599453,10.357194344843709,0.25,0.112264453066516,0.112264453066516,0.25,0.10092712846097548,0.10092712846097548,8.0,0.3,0.01965855088385825,4.445217708868862,7.6959684689142325,1.6094379124341003,0.6931471805599453,14.44377127077714,0.5,0.11987931820922715,0.11987931820922715,0.5,0.11421065590645689,0.11421065590645689,1,1200,1200,1.0,1,0.0,,,certificate,True,0.8925557857068241,0.7236715418558433,0.20343016835285074,0.164938288395407,0.0,0.0
ar2,3000,sparse_tsk|p=3|r=2.5|a=1|k=1,sparse_tsk,3,2.5,1.0,1,4,0.8168169857463928,0.653511867853009,0.1861678783385722,0.1489475856040122,3.1354178887291484,0.0025,1200,False,False,2.0,1.0,0.019189156169707847,0.36811326810707234,7.6959684689142325,1.6094379124341003,0.6931471805599453,10.36666683001535,0.25,0.11229034268457301,0.11229034268457301,0.25,0.1009530180790325,0.1009530180790325,8.0,0.3,0.019650675865258135,4.4457522884624865,7.6959684689142325,1.6094379124341003,0.6931471805599453,14.444305850370764,0.5,0.11987233415661641,0.11987233415661641,0.5,0.11420367185384615,0.11420367185384615,1,1200,1200,1.0,1,0.0,,,validation_rmse,True,0.8925049372234308,0.7236064148631245,0.20341857903182134,0.1649234447348703,0.0,0.0
ar2,3000,sparse_tsk|p=3|r=2.5|a=0.0001|k=1,sparse_tsk,3,2.5,0.0001,1,4,0.8168841860778551,0.6536120822726537,0.1861831945518125,0.14897042634583044,3.1354178887291484,0.0025,1200,False,False,2.0,1.0,0.01919484150222298,0.3586407829354318,7.6959684689142325,1.6094379124341003,0.6931471805599453,10.357194344843709,0.25,0.112264453066516,0.112264453066516,0.25,0.10092712846097548,0.10092712846097548,8.0,0.3,0.01965855088385825,4.445217708868862,7.6959684689142325,1.6094379124341003,0.6931471805599453,14.44377127077714,0.5,0.11987931820922715,0.11987931820922715,0.5,0.11421065590645689,0.11421065590645689,1,1200,1200,1.0,1,0.0,,,certificate,True,0.8925557857068241,0.7236715418558433,0.20343016835285074,0.164938288395407,0.0,0.0
