dataset,series,analysis_status,family,selected_candidate,selection_primary,validation_rmse,validation_mae,validation_weighted_cost,test_rmse,test_mae,test_weighted_cost,test_rmse_improvement_vs_fallback,test_cost_improvement_vs_fallback,test_rmse_improvement_vs_deployed,test_cost_improvement_vs_deployed,fallback_rmse,fallback_weighted_cost,deployed_rmse,deployed_weighted_cost,test_count,seasonal_period,rolling_one_step,parameters_refit_within_test,test_used_for_selection
pjm,dayton,secondary_post_hoc_after_confirmatory_opening,SARIMA,sarima_011_011,validation_weighted_cost,125.19689551144315,87.53449351719668,131.22282100171907,114.87504219571493,87.96065524547878,132.19653315548717,0.5461161883785834,0.5627266411818951,0.1077044773839474,0.12022539980141486,253.09349938114107,302.320117358162,128.74102725397705,150.26182061365196,481,7,True,False,False
pjm,dayton,secondary_post_hoc_after_confirmatory_opening,ETS,ets_holt_winters,validation_weighted_cost,127.13784138516102,90.50718260586277,135.77948110117157,115.55658717753701,88.9867273878149,133.77940720502946,0.5434233298757433,0.5574908862365269,0.1024105551871208,0.10969129311298258,253.09349938114107,302.320117358162,128.74102725397705,150.26182061365196,481,7,True,False,False
